id,body
http://www.ctba.org.cn/list_show.jsp?record_id=299147,记者日前从吉林省交通运输厅获悉，吉林在巩固社会面清零成果的同时，有序恢复生产生活秩序。截至目前，今年7个续建高速公路项目已全部复工复产。 吉林交通制定印发了《全省公路建设项目复工复产工作方案》《疫情防控工作手册及流程图》，同步成立工作领导专班，全过程、全方位、全链条指导公路项目复工复产；坚持每日调度疫情防控与复工复产等情况，结合省厅复工复产专班和厅级领导包保机制，及时解决问题。 人力是复工复产的前提。吉林对新进场人员采取“点对点”运输方式，按照属地疫情防控要求采取隔离观察、健康监测、核酸检测等措施，待满足疫情防控要求后及时进场；组织各项目提前联络省内外物资采购渠道，合理规划材料运输路线，分批次组织材料物资及时运输进场，满足现场施工需求。 此外，各项目优化施工组织安排，深挖现场既有的资源潜力，加快新来人员、机械设备的进场效率，采取“歇人不歇机”等方式，力求在短期内形成更多实物量；加强机械设备安全检查和用电、防火排查，加强隧道掘进、重点桥梁和高填深挖路段的风险隐患排查，及时补齐安全生产漏洞，严防各类事故发生。 来源：中国交通新闻网
https://finance.sina.com.cn/jjxw/2023-09-03/doc-imzkkstq3909474.shtml,转自：西安日报 9月2日，记者从西安市市场监管局获悉，第五届中国质量（成都）大会发布了全国首席质量官质量变革创新良好实践典型案例和数字化质量管理创新与实践典型案例。西安市两家企业——西安航天发动机有限公司和 隆基绿能 科技股份有限公司选送的企业质量管理模式分别入选典型案例，并在大会论坛上展示。 中国质量大会是由我国主导打造的国际质量交流与合作平台，是我国质量领域规格最高、规模最大、影响最广的国际性质量会议。 会前，市场监管总局从在全国征集的144个企业首席质量官质量变革创新申报案例中，评出典型案例20个，入围案例31个；从242个数字化质量管理创新与实践申报案例中，遴选出典型案例25个，入围案例70个。这些优秀案例代表着全国质量工作的先进水平。 其中，西安市选送的西安航天发动机有限公司基于全流程大数据的精益航天卓越智造模式入选全国企业首席质量官质量变革创新良好实践典型案例；隆基绿能科技股份有限公司的“1+7+1”全生命周期质量数字化管理模式入选全国数字化质量管理创新与实践典型案例。（记者 南江远） 编辑：齐悦
https://finance.sina.com.cn/tech/it/2022-12-08/doc-imqmmthc7496587.shtml,记者/黄若金 近日，恒驰汽车执行总裁高景深在接受媒体采访时表示，恒驰汽车正在“科学减员瘦身”。对此，21世纪经济报道记者采访了恒驰汽车总裁刘永灼，其针对这一消息以及有关“裁员60%”、“欠薪停工”的传言进行了回应。 刘永灼表示，“我们确实在‘瘦身’，这次优化淘汰整体比例为10%，另有25%员工停薪留职1至3个月。但科学瘦身是为了积聚有限资源把产品做得更好。” 据其介绍，此前恒驰汽车人员架构是按同步研发9款车型配置的，但受到疫情及市场竞争原因影响，恒驰主动调整战略，大力降本增效，将有限的资源集中于确保恒驰5的生产交付，创造有利于恒驰6、7的研发条件。 刘永灼还指出，随着恒驰5的陆续交付，恒驰汽车下阶段将聚焦用户体验的反馈和提升。“首批恒驰5已于10月29日正式交付，后续批次车辆也将陆续交付到车主手中。”
2023-10-01zejiangdaily44,"本报杭州9月30日讯 （记者 沈听雨 何冬健） 起跳、腾空、旋转、入水，只听见轻轻“扑通”一声，几乎没有水花溅起。很快，评委席上一个个高分不断亮起，顿时全场沸腾，观众纷纷起立鼓掌。这一幕，从9月30日傍晚开始，在杭州奥体中心游泳馆出现了许多次。
当晚，中国跳水“梦之队”在杭州闪亮登场，全红婵和陈芋汐组合，严思宇和何超组合，在女子双人10米跳台和男子双人3米跳板决赛中，以高质量的动作和默契的配合，一次次上演“水花消失术”，毫无悬念入账两枚金牌，也实现了亚运会跳水女子双人10米跳台和男子双人3米跳板的六连冠。
对于中国跳水队来说，自1974年在德黑兰首度参加亚运会跳水比赛以来，整整49年间在亚运会上还从未让金牌旁落过。
现场最瞩目的焦点无疑是16岁的全红婵和18岁的陈芋汐这两名新生代优秀代表。她们每一跳入水，都会收获全场最热烈的掌声。在最后一跳中，两人更是以难度系数3.2的“5253B”招牌动作收尾。
陈芋汐赛后说：“我们在一起练习了一年多时间，一直都在磨合中不断进步，不断去寻找对方的节奏。我非常感谢我的搭档全红婵，在今晚和她一起能有如此好的配合、取得这样的结果。”
虽然两人早已是世界大赛的夺金王，但这还是她们首次参加亚运会。对此，两人也表示，对每一场赛事，她们都会全力以赴，尊重比赛、尊重对手。
自从在东京奥运会上惊艳世界后，全红婵的名字在国内几乎无人不晓。当她出现在杭州亚运会的训练池、赛场乃至运动员村里时，大家都注视着这位小将。实际上，在巴黎奥运会周期内，全红婵遇到了很大的考验。她在东京奥运会后的一年时间内长高了8厘米，这对于跳水运动员来说是个巨大的挑战。
仅比全红婵大2岁的陈芋汐，这个月刚刚度过了自己18岁生日。出生于体操世家的陈芋汐4岁就开始接触跳水，在她心中，“奥运五金王”吴敏霞是自己的榜样。截至目前，陈芋汐已实现了奥运会、世锦赛、世界杯三大赛的金牌“大满贯”。如今，她独缺一枚奥运会单人项目金牌，这也是她在巴黎奥运会周期内最大的目标和期待。
杭州亚运会上，我们很快就能见到两位小将在女子单人10米跳台比赛中的对决。结果如何，令人期待。"
http://www.takungpao.com.hk/news/232109/2022/0702/737386.html,"【大公報訊】習近平主席在慶祝香港回歸25周年大會上發表重要講話，本港多名學者認為，習近平主席提及的「四點希望」是對特區政府工作提出具體要求，期盼愛國者治港產生更大效能。
　　全國港澳研究會副會長劉兆佳認為，習近平主席的講話再次肯定「一國兩制」符合國家及香港利益，並確定「一國兩制」不會改變，必會繼續實行下去。對於「四點希望」，他認為中央對新政府的期盼比5年前更具體，相信有關要求會成為中央日後對特區政府工作表現的評價準則。
　　香江智匯會長周伯展表示，習近平主席「四點希望」講得相當具體，要把治理做好，要融入國家發展，幫助國家與世界進一步相連，就是香港的重要角色。他又指，習主席在民生上直接提及市民要生活好、房子寬、創業多、教育好，主席要求特區政府「破難而行」必須做好有關工作，體現了主席對於民生的重視。
　　香港學者協會指出，習近平主席特別提到香港需要不斷增強發展動能，該會十分認同香港需要抓住國家發展帶來的機遇，主動對接「十四五」規劃、粵港澳大灣區建設和「一帶一路」高品質發展等國家戰略，必可為香港經濟民生發展開創新局。"
https://zqb.cyol.com/pc/content/202505/27/content_411465.html,"“小学、中学甚至是幼儿园，会在人的一生中起很重要的作用，一定要从娃娃抓起。”
2025年全国两会期间，习近平总书记在看望参加政协会议的民盟、民进、教育界委员并参加联组会时，将话题再一次聚焦“祖国的未来”“中华民族的希望”。
少年强则中国强，少年兴则中国兴。
党的十八大以来，以习近平同志为核心的党中央站在红色江山后继有人、中国特色社会主义事业薪火相传的战略高度，关心关怀少年儿童成长成才，为少先队工作指明前进方向，引领新时代少年儿童事业绘就浓墨重彩的新篇章。
红日初升，其道大光。广大少年儿童向阳生长，逐梦前行，必将接过强国建设、民族复兴的接力棒，奔向更加璀璨的明天。
“人生最重要的志向应该同祖国和人民联系在一起”
初夏，万物并秀，生机勃发，四川南充嘉陵区之江小学校园书声琅琅。
就在一年前的5月，“六一”国际儿童节前夕，这所学校的孩子们收到一份特殊的节日礼物——习近平总书记的回信。
“希望同学们树立远大志向，珍惜美好时光”，习近平总书记在回信中勉励大家，“争做爱党爱国、自立自强、奋发向上的新时代好少年，努力成长为堪当强国建设、民族复兴大任的栋梁之材。”
在习近平总书记心中，童年是人的一生中最宝贵的时期，必须“在这个时期就注意树立正确的人生目标”，扣好人生第一粒扣子。
“四五岁时妈妈买了小人书，给我讲‘精忠报国、岳母刺字’的故事，我说‘刺字不疼啊？’妈妈说，虽然疼，但岳飞会始终铭记在心。我记到现在。”回忆童年时光，习近平总书记深情地说，“精忠报国，是我一生的目标。”
言传身教，语重心长。
“一个人可以有很多志向，但人生最重要的志向应该同祖国和人民联系在一起，这是人们各种具体志向的底盘，也是人生的脊梁。”
2023年5月31日，习近平总书记来到北京育英学校考察，第一站走进校史馆。
1948年创办于河北西柏坡，1949年随党中央迁入北京，育英学校承载着光荣的革命传统和鲜明的红色基因。
“让每一位育英学校的学生牢记学校的光荣历史，铭记党的关怀，赓续红色传统，传承红色基因，从小听党话、跟党走，立志为党成才、为国奉献。”习近平总书记谆谆教诲浸润心田。
把爱国主义教育摆在更加突出的位置，把爱我中华的种子埋入每个孩子的心灵深处。
清晨，迎着灿烂的朝阳，澳门濠江中学附属英才学校学生排成整齐队列，挺起胸膛，向冉冉升起的五星红旗行注目礼。
5年多前的场景，许多同学记忆犹新。
2019年，习近平总书记来到学校考察时，用老校长的一段往事教育孩子们：“新中国成立当天，在当时还是澳葡管治的时候，杜岚老校长毅然升起了五星红旗。这种强烈的爱国心和勇气，是一个带有标志性意义的爱国主义表现，也映照出澳门广大同胞深厚的爱国主义情怀。”
“三岁看到老，我们培养爱国主义也从小开始”，习近平总书记鼓励大家“经常到内地去走一走，看一看祖国大好河山。学好历史，学好中国的历史”。
立少年之志，筑信仰之基，迈好“人生第一步”。
2014年5月30日，习近平总书记参加北京市海淀区民族小学少先队员入队仪式，回想起自己当年入队时的情景：
“记得入队时心怦怦跳，很激动。”“为什么会这样？因为是一种荣誉。”
在实现中华民族伟大复兴的征程上，中国共产党是先锋队，共青团是突击队，少先队是预备队，“入队、入团、入党，是青年追求政治进步的‘人生三部曲’”。
2020年7月23日，北京人民大会堂，中国少年先锋队第八次全国代表大会召开。
习近平总书记致信祝贺，强调“新时代，少先队要高举队旗跟党走，传承红色基因，培育时代新人，团结、教育、引领广大少先队员做共产主义事业接班人”。
亲自关心，亲自指导，亲自推动。
在中国少年先锋队建队70周年之际，习近平总书记明确要求，“全党全社会要重视少先队工作。各级党委和政府要加强领导和保障，为少先队员健康成长和少先队事业发展创造条件。”
2021年，《中共中央关于全面加强新时代少先队工作的意见》制定出台，这是新中国历史上第一个以党中央名义下发的专门加强少先队工作的文件。新时代以来，党委领导、政府支持、共青团牵头、团教协作、社会协同的新时代少先队工作体制机制正在逐步形成。
少年负壮气，奋烈自有时。
2024年5月30日，在来自全国56个民族400多名少先队员的注视下，一面曾“遨游”太空的五星红旗，在中国航天员科研训练中心冉冉升起。
鲜红的旗帜，希望的星河，闪耀着亿万少年信仰的光芒。
“关心关爱少年儿童，为少年儿童茁壮成长创造有利条件”
春回大地，北京永定河畔绿意盎然。
2025年4月3日，习近平总书记来到这里，同少先队员们一起铲土造坑、培土围堰、提水浇灌，在万物生长的时节，种下绿色的希望。
这是党的十八大以来，习近平总书记连续第13年同少年儿童一起参加首都义务植树活动。
“从小就给它扶正了”“注意加强体育锻炼”“我们共同给树苗浇水，实际上也在为你们浇水”……一句句亲切的叮咛，深情寄望一株株“小树苗”早日成为栋梁之材。
少年儿童的健康成长，事关亿万家庭和谐幸福，事关国家民族发展大计。
“坚持德育为先”“像海绵吸水一样学习知识”“让孩子们跑起来”“坚持以美育人、以文化人”“从小培养劳动意识、环保意识、节约意识”……
从节日里的问候祝福，到在地方考察时的悉心教诲，再到尺素传情的殷殷期许，习近平总书记高度重视少年儿童身心健康，强调“德智体美劳全面发展，字字千金”。
在习近平总书记心目中，每个孩子都是不可辜负的希望。
2014年春节前夕，习近平总书记来到呼和浩特市儿童福利院，走进最困难最脆弱的儿童群体。
“习爷爷来看我们了！”正在排练迎春节目的孩子们纷纷围了上来。总书记蹲下身，疼爱地抱起一名小朋友。
看到孩子们无忧无虑地学习和生活，习近平总书记说，对儿童特别是孤儿和残疾儿童，全社会都要有仁爱之心、关爱之情，共同努力使他们能够健康成长，感受到社会主义大家庭的温暖。
“白日不到处，青春恰自来。苔花如米小，也学牡丹开。”习近平总书记提出要把教育的目光“更多投向墙角处不起眼的苔花”。
石柱县中益乡地处武陵山区，山高沟深、土地贫瘠，曾是重庆市18个深度贫困乡镇之一。2019年4月，习近平总书记辗转3个多小时，来到中益乡小学。
“‘两不愁三保障’，很重要的一条就是义务教育要有保障。再苦不能苦孩子，再穷不能穷教育。要保证贫困山区的孩子上学受教育，有一个幸福快乐的童年。”
少年儿童的成长成才，既需要公平的机会，也需要良好的环境。
上世纪80年代，习近平同志到河北正定任职后不久，就对全县学校危房进行了普查。在之后的一次实地调研中，发现还算富裕的北贾村，小学校舍却很破败。
“就你们村的条件，不应该把小学搞成这个样子，完全有条件把学校好好改善。”习近平同志责令村干部限期维修，临走时强调，“要做到全村最好的房子是学校”。
孩子们的需要，习近平总书记深深牵挂于心。
2024年6月18日，在青海省考察时，习近平总书记首站来到果洛西宁民族中学。
总书记先后走进食堂、宿舍、教室，关心学生们的饮食、住宿、学习情况。看到宿舍盥洗室内，洗衣机、吹风机一应俱全，总书记关切地问“冬天都有热水吗”，强调要“全天候供应热水，保证孩子们的洗漱”。
“孩子们成长得更好，是我们最大的心愿。”习近平总书记深情地说。
在中国关心下一代工作委员会成立30周年之际作出重要指示，强调“各级党委和政府要加强对关心下一代工作的领导”；
在中国儿童中心成立40周年之际致贺信，激励广大少年儿童工作者“做儿童成长的引路人、儿童权益的守护人、儿童未来的筑梦人，用心用情促进儿童健康成长、全面发展”；
在希望工程实施30周年之际深情寄语，要求共青团把“这项事业办得更好，努力为青少年提供新助力、播种新希望”。
制定《中国儿童发展纲要（2021-2030年）》，从顶层设计上保障儿童健康成长；修订《中华人民共和国未成年人保护法》，撑牢孩子们的“保护伞”；出台《教育强国建设规划纲要（2024-2035年）》，为少年儿童构建更包容、更优质的教育生态……
在以习近平同志为核心的党中央坚强领导下，不断完善的政策和制度保障，全方位护佑少年儿童茁壮成长。
“美好的生活属于你们，美丽的中国梦属于你们”
家住西藏林芝市巴宜区嘎拉村的普巴拉姆、普布次仁姐弟俩，珍藏着一张同习爷爷的合照。
2021年7月21日，习近平总书记走进姐弟俩的家，同大家围坐聊天，亲切询问孩子们的梦想。
“我长大以后要考大学，然后成为一名医生。”姐姐普巴拉姆说。弟弟普布次仁则想成为一名运动员。
在总书记的殷切鼓励下，姐弟俩勇敢地追梦、圆梦。
2023年，普巴拉姆考入林芝市第一中学，向着她的“医生梦”稳步前行。普布次仁则被西藏自治区体育运动技术学校录取，朝着“职业运动员”的目标迈进。
梦在前方，路在脚下。
2016年9月9日，习近平总书记走进北京市八一学校科普实验室。得知学生们正在研发我国首颗中学生科普小卫星，总书记十分高兴，叮嘱孩子们：“你们的小卫星发射时别忘了通知我一下。”
三个月后，孩子们在自己设计研制的科普小卫星发射之前，写信向习近平总书记报告。
“培育科学精神，刻苦学习，努力实践，带动更多青少年讲科学、爱科学、学科学、用科学”，总书记在回信中这样勉励大家。
以梦为笔，少年绘就美好未来。
难忘同习爷爷在呼和浩特市儿童福利院的那次会面，聋哑女孩王雅妮铭记总书记“好好学习、学业有成”的嘱托，将青春绽放在特殊教育的三尺讲台上，帮助更多残疾儿童实现梦想；
犹记得在北京市海淀区民族小学读书时向习爷爷汇报参加网球比赛的经历，热爱运动的米增昊牢记总书记“把有限的精力用在你最能发挥的方面，争取做最好”的勉励，在大学期间加入了网球校队，将这份热爱保持至今；
以一首《国旗国旗真美丽》获得习爷爷称赞的大凉山女孩吉好有果，唱着歌走出了大山，登上了成都大运会开幕式舞台，希望带领更多孩子看到更大的世界；
……
少年之梦，更是中国之梦。
“我看到你们，就想到了我们民族的未来。”
2015年“六一”国际儿童节到来之际，习近平总书记会见中国少年先锋队第七次全国代表大会代表，同各族少先队员、老少先队工作者们亲切握手，合影留念。
面对孩子们热切的目光，总书记的话温暖而有力——
“今天做祖国的好儿童，明天做祖国的建设者，美好的生活属于你们，美丽的中国梦属于你们。”
党的事业后继有人，红色江山永不变色。
2021年6月29日，人民大会堂金色大厅灯光璀璨。
习近平总书记为“七一勋章”获得者颁授勋章，以党内最高荣誉礼赞功勋楷模。少先队员向勋章获得者献上美丽的鲜花，致以最崇高的敬意。
两天后，7月1日，在庆祝中国共产党成立100周年大会上，少先队员和共青团员代表面向天安门，为党的百年华诞献上深情祝福，作出庄严承诺。
“奋斗正青春！青春献给党！请党放心，强国有我！请党放心，强国有我！”
为实现中华民族伟大复兴的中国梦时刻准备着，新时代少年儿童意气风发、昂首阔步向前进。
新华社北京5月26日电"
http://news.hndaily.cn/html/2023-10/09/content_58468_16596383.htm,"本报讯 （记者李梦楠）日前，海南永晟禾供应链管理有限公司完成旧吉利牌乘用车出口报关流程，此举标志着二手车出口业务正式落地三亚。
三亚市商务局相关负责人介绍，为推动企业尽快开展业务，逐步扩大出口规模，该局联合市公安局、市税务局、三亚海关、国家外汇管理局三亚市中心支局等部门，共同梳理二手车出口业务流程，面对面为企业答疑解惑。
作为外贸新业态，开展二手车出口业务对三亚扩大出口规模、推动汽车产业发展具有重要意义。下一步，三亚市商务局将联合各部门，持续优化出口业务流程、不断完善管理体系，推动二手车出口业务发展，实现外贸保稳提质任务目标。"
http://xh.xhby.net/pc/con/202302/06/content_1160026.html,"据新华社电 记者5日从湖南省高速公路交通警察局获悉，许广高速公路望城段4日下午发生5起多车追尾交通事故，已造成16人死亡。应急管理部5日派工作组赶赴许广高速湖南长沙段交通事故现场指导处置。
    2月4日17时许，许广高速南往北方向676公里路段，先后发生5起交通事故，涉事部分车辆起火。初步调查显示，前后约10分钟内共发生5起交通事故，1起事故造成7人死亡、涉及车辆7台；3起事故各造成3人死亡，分别涉及车辆11台、10台、9台；另1起事故未造成人员死亡，涉及车辆12台。事故另造成66人受伤，伤者已及时送医院全力治疗，其中8人伤势较重，生命体征暂时平稳。
    事故发生后，湖南省公安、应急、消防等部门救援人员迅速赶赴现场，联动长沙市区两级政府积极开展现场搜救、伤员救治、交通疏导等工作。"
2022-10-13jiangxidaily12,"本报讯 （记者刘斐）颂歌新时代，奋进新征程。近日，中共江西省委组织部、中共江西省委党史研究室和江西省统计局共同编著的图文书《新时代江西这十年》，由江西人民出版社正式出版。
　　《新时代江西这十年》以习近平新时代中国特色社会主义思想为指导，以党的第三个历史决议为遵循，聚焦新时代江西十年翻天覆地的成就变革，以习近平总书记对江西的关爱关怀和江西人民牢记嘱托、感恩奋进、实现大发展大跨越为开篇，以分章细述全面建设“六个江西”的火热实践为主体，以数读新时代江西十年经济社会发展系列重大成就为结尾，通过一组组鲜活的数据、一幅幅生动的图片、一段段激昂的文字，生动再现了新时代十年间赣鄱大地一系列变革性实践、突破性进展、标志性成果。
　　全书突出政治引领、注重史料归整、着力现实观照，兼具研究著述的专业性、资料文献的权威性和普及读物的可读性，为全省广大党员干部群众读懂悟透新时代江西十年巨大变革的奥秘，汲取全面建设“六个江西”澎湃动力，提供了最新学习读本，为全省上下携手书写全面建设社会主义现代化江西的精彩华章贡献了智慧和力量。"
https://bjrbdzb.bjd.com.cn/bjwb/mobile/2025/20250403/20250403_021/content_20250403_021_2.htm#page20,"▌杨文华


　　昨天晚上，老公在厨房安装新买的小柜子，我给他打下手。老公一会儿要螺丝刀，一会儿要扳手，闹得我跟走马灯似的，总要跑到阳台的工具箱里给他翻找。后来我嫌麻烦，干脆把工具箱摊开了摆在厨房门口，让老公自取。我家小猫没见过这阵势，跑过去在工具箱里钻进钻出，玩儿得还挺嗨。老公每取一回工具，都得先把猫抱到一边儿。他还不忘摸摸猫头逗逗它。


　　女儿本来坐在厨房门口看她爸装柜子，没一会儿就噘着嘴跑一边儿玩手机去了。看女儿挺委屈，我就过去摸摸她的头，问：“咋不看热闹了。你爸说你了吗？”女儿放下手机告状：“我只是好奇，随手翻了翻工具箱，他就嫌我添乱。”我安慰女儿：“那咱就歇会儿，好像谁稀罕看他似的。”女儿一脸不忿地指着小猫道：“可是它都钻到箱子里去了，老爸还一个劲儿夸它可爱。凭什么我动一下都不行呢？”我瞅了瞅正自顾自逗猫的老公，再看看喵喵叫的小猫，最后看了看虎着脸的女儿。我心里说，我的孩儿呀，据为娘观察，这事儿吧，貌似跟动不动工具箱没关系。倒是跟会不会卖萌有些联系。要不，你也试试一边儿卖萌一边儿翻你爹的工具箱。"
